,Index,Id,Name,Location,OZONE_PPM,EpochTime,PM2_5_daily_max,PM2_5_daily_mean,OZONE,CO_PPM,PM25B_UG_M3_daily_mean,OZONE_PPM_daily_median,CO_PPB,PM25B_UG_M3,OZONE_daily_max,OZONE2_PPM,NO_PPB,OZONE_daily_mean,PM25T_UG_M3,PM2_5,OZONE2_PPM_daily_median,PM25B_UG_M3_daily_max,OZONE_PPM_daily_max,SO2_PPB,OZONE_PPM_daily_mean,OZONE_daily_median,PM25B_UG_M3_daily_median,PM10_UG_M3,PM2_5_daily_median,OZONE2_PPM_daily_mean,NO2_PPB,OZONE2_PPM_daily_max,PM10B_UG_M3,Latitude,Longitude,Time
4360,4360,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473445800,,,,0.2,,,,,,,,,,,,,,,,,,16,,,,,,40.443367,-79.990293,9/9/16 14:30
4361,4361,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473449400,,,,0.2,,,,,,,,,,,,,,,,,,12,,,,,,40.443367,-79.990293,9/9/16 15:30
4362,4362,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473453000,,,,0.2,,,,,,,,,,,,,,,,,,2,,,,,,40.443367,-79.990293,9/9/16 16:30
4363,4363,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473456600,,,,0.2,,,,,,,,,,,,,,,,,,4,,,,,,40.443367,-79.990293,9/9/16 17:30
4364,4364,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473460200,,,,0.2,,,,,,,,,,,,,,,,,,7,,,,,,40.443367,-79.990293,9/9/16 18:30
4365,4365,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473463800,,,,0.3,,,,,,,,,,,,,,,,,,18,,,,,,40.443367,-79.990293,9/9/16 19:30
4366,4366,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473467400,,,,0.2,,,,,,,,,,,,,,,,,,17,,,,,,40.443367,-79.990293,9/9/16 20:30
4367,4367,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473471000,,,,0.2,,,,,,,,,,,,,,,,,,11,,,,,,40.443367,-79.990293,9/9/16 21:30
4368,4368,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473474600,,,,0.2,,,,,,,,,,,,,,,,,,6,,,,,,40.443367,-79.990293,9/9/16 22:30
4369,4369,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473478200,,,,0.2,,,,,,,,,,,,,,,,,,8,,,,,,40.443367,-79.990293,9/9/16 23:30
4370,4370,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473481800,,,,0.2,,,,,,,,,,,,,,,,,,7,,,,,,40.443367,-79.990293,9/10/16 00:30
4371,4371,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473485400,,,,0.2,,,,,,,,,,,,,,,,,,7,,,,,,40.443367,-79.990293,9/10/16 01:30
4372,4372,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473489000,,,,0.2,,,,,,,,,,,,,,,,,,8,,,,,,40.443367,-79.990293,9/10/16 02:30
4373,4373,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473492600,,,,0.2,,,,,,,,,,,,,,,,,,10,,,,,,40.443367,-79.990293,9/10/16 03:30
4374,4374,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473496200,,,,0.1,,,,,,,,,,,,,,,,,,13,,,,,,40.443367,-79.990293,9/10/16 04:30
4375,4375,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473499800,,,,0.2,,,,,,,,,,,,,,,,,,16,,,,,,40.443367,-79.990293,9/10/16 05:30
4376,4376,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473503400,,,,0.2,,,,,,,,,,,,,,,,,,17,,,,,,40.443367,-79.990293,9/10/16 06:30
4377,4377,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473507000,,,,0.2,,,,,,,,,,,,,,,,,,18,,,,,,40.443367,-79.990293,9/10/16 07:30
4378,4378,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473510600,,,,0.2,,,,,,,,,,,,,,,,,,17,,,,,,40.443367,-79.990293,9/10/16 08:30
4379,4379,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473514200,,,,0.2,,,,,,,,,,,,,,,,,,18,,,,,,40.443367,-79.990293,9/10/16 09:30
4380,4380,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473517800,,,,0.2,,,,,,,,,,,,,,,,,,10,,,,,,40.443367,-79.990293,9/10/16 10:30
4381,4381,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473521400,,,,0.2,,,,,,,,,,,,,,,,,,12,,,,,,40.443367,-79.990293,9/10/16 11:30
4382,4382,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473525000,,,,0.2,,,,,,,,,,,,,,,,,,15,,,,,,40.443367,-79.990293,9/10/16 12:30
4383,4383,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473528600,,,,0.2,,,,,,,,,,,,,,,,,,18,,,,,,40.443367,-79.990293,9/10/16 13:30
4384,4384,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473532200,,,,0.2,,,,,,,,,,,,,,,,,,14,,,,,,40.443367,-79.990293,9/10/16 14:30
4385,4385,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473535800,,,,0.2,,,,,,,,,,,,,,,,,,13,,,,,,40.443367,-79.990293,9/10/16 15:30
4386,4386,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473539400,,,,0.2,,,,,,,,,,,,,,,,,,11,,,,,,40.443367,-79.990293,9/10/16 16:30
4387,4387,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473543000,,,,0.2,,,,,,,,,,,,,,,,,,14,,,,,,40.443367,-79.990293,9/10/16 17:30
4388,4388,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473546600,,,,0.2,,,,,,,,,,,,,,,,,,15,,,,,,40.443367,-79.990293,9/10/16 18:30
4389,4389,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473550200,,,,0.2,,,,,,,,,,,,,,,,,,18,,,,,,40.443367,-79.990293,9/10/16 19:30
4390,4390,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473553800,,,,0.2,,,,,,,,,,,,,,,,,,17,,,,,,40.443367,-79.990293,9/10/16 20:30
4391,4391,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473557400,,,,0.2,,,,,,,,,,,,,,,,,,27,,,,,,40.443367,-79.990293,9/10/16 21:30
4392,4392,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473561000,,,,0.2,,,,,,,,,,,,,,,,,,10,,,,,,40.443367,-79.990293,9/10/16 22:30
4393,4393,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473564600,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,40.443367,-79.990293,9/10/16 23:30
4394,4394,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473568200,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,40.443367,-79.990293,9/11/16 00:30
4395,4395,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473571800,,,,0.1,,,,,,,,,,,,,,,,,,4,,,,,,40.443367,-79.990293,9/11/16 01:30
4396,4396,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473575400,,,,0.1,,,,,,,,,,,,,,,,,,1,,,,,,40.443367,-79.990293,9/11/16 02:30
4397,4397,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473579000,,,,0.1,,,,,,,,,,,,,,,,,,3,,,,,,40.443367,-79.990293,9/11/16 03:30
4398,4398,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473582600,,,,0.1,,,,,,,,,,,,,,,,,,2,,,,,,40.443367,-79.990293,9/11/16 04:30
4399,4399,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473586200,,,,0.1,,,,,,,,,,,,,,,,,,4,,,,,,40.443367,-79.990293,9/11/16 05:30
4400,4400,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473589800,,,,0.1,,,,,,,,,,,,,,,,,,7,,,,,,40.443367,-79.990293,9/11/16 06:30
4401,4401,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473593400,,,,0.1,,,,,,,,,,,,,,,,,,7,,,,,,40.443367,-79.990293,9/11/16 07:30
4402,4402,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473597000,,,,0.1,,,,,,,,,,,,,,,,,,9,,,,,,40.443367,-79.990293,9/11/16 08:30
4403,4403,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473600600,,,,0.1,,,,,,,,,,,,,,,,,,8,,,,,,40.443367,-79.990293,9/11/16 09:30
4404,4404,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473604200,,,,0.1,,,,,,,,,,,,,,,,,,4,,,,,,40.443367,-79.990293,9/11/16 10:30
4405,4405,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473607800,,,,0.1,,,,,,,,,,,,,,,,,,0,,,,,,40.443367,-79.990293,9/11/16 11:30
4406,4406,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473611400,,,,0.1,,,,,,,,,,,,,,,,,,0,,,,,,40.443367,-79.990293,9/11/16 12:30
4407,4407,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473615000,,,,0.1,,,,,,,,,,,,,,,,,,2,,,,,,40.443367,-79.990293,9/11/16 13:30
4408,4408,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473618600,,,,0.1,,,,,,,,,,,,,,,,,,0,,,,,,40.443367,-79.990293,9/11/16 14:30
4409,4409,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473622200,,,,0.1,,,,,,,,,,,,,,,,,,1,,,,,,40.443367,-79.990293,9/11/16 15:30
4410,4410,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473625800,,,,0.1,,,,,,,,,,,,,,,,,,0,,,,,,40.443367,-79.990293,9/11/16 16:30
4411,4411,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473629400,,,,0.1,,,,,,,,,,,,,,,,,,3,,,,,,40.443367,-79.990293,9/11/16 17:30
4412,4412,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473633000,,,,0.1,,,,,,,,,,,,,,,,,,5,,,,,,40.443367,-79.990293,9/11/16 18:30
4413,4413,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473636600,,,,0.2,,,,,,,,,,,,,,,,,,9,,,,,,40.443367,-79.990293,9/11/16 19:30
4414,4414,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473640200,,,,0.2,,,,,,,,,,,,,,,,,,10,,,,,,40.443367,-79.990293,9/11/16 20:30
4415,4415,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473643800,,,,0.2,,,,,,,,,,,,,,,,,,13,,,,,,40.443367,-79.990293,9/11/16 21:30
4416,4416,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473647400,,,,0.2,,,,,,,,,,,,,,,,,,13,,,,,,40.443367,-79.990293,9/11/16 22:30
4417,4417,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473651000,,,,0.2,,,,,,,,,,,,,,,,,,9,,,,,,40.443367,-79.990293,9/11/16 23:30
4418,4418,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473654600,,,,0.2,,,,,,,,,,,,,,,,,,8,,,,,,40.443367,-79.990293,9/12/16 00:30
4419,4419,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473658200,,,,0.2,,,,,,,,,,,,,,,,,,8,,,,,,40.443367,-79.990293,9/12/16 01:30
4420,4420,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473661800,,,,0.2,,,,,,,,,,,,,,,,,,9,,,,,,40.443367,-79.990293,9/12/16 02:30
4421,4421,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473665400,,,,0.2,,,,,,,,,,,,,,,,,,9,,,,,,40.443367,-79.990293,9/12/16 03:30
4422,4422,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473669000,,,,0.1,,,,,,,,,,,,,,,,,,7,,,,,,40.443367,-79.990293,9/12/16 04:30
4423,4423,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473672600,,,,0.2,,,,,,,,,,,,,,,,,,10,,,,,,40.443367,-79.990293,9/12/16 05:30
4424,4424,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473676200,,,,0.2,,,,,,,,,,,,,,,,,,9,,,,,,40.443367,-79.990293,9/12/16 06:30
4425,4425,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473679800,,,,0.3,,,,,,,,,,,,,,,,,,12,,,,,,40.443367,-79.990293,9/12/16 07:30
4426,4426,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473683400,,,,0.3,,,,,,,,,,,,,,,,,,17,,,,,,40.443367,-79.990293,9/12/16 08:30
4427,4427,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473687000,,,,0.4,,,,,,,,,,,,,,,,,,16,,,,,,40.443367,-79.990293,9/12/16 09:30
4428,4428,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473690600,,,,0.5,,,,,,,,,,,,,,,,,,24,,,,,,40.443367,-79.990293,9/12/16 10:30
4429,4429,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473694200,,,,0.2,,,,,,,,,,,,,,,,,,20,,,,,,40.443367,-79.990293,9/12/16 11:30
4430,4430,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473697800,,,,0.1,,,,,,,,,,,,,,,,,,3,,,,,,40.443367,-79.990293,9/12/16 12:30
4431,4431,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473701400,,,,,,,,,,,,,,,,,,,,,,9,,,,,,40.443367,-79.990293,9/12/16 13:30
4432,4432,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473705000,,,,0.1,,,,,,,,,,,,,,,,,,8,,,,,,40.443367,-79.990293,9/12/16 14:30
4433,4433,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473708600,,,,0.1,,,,,,,,,,,,,,,,,,12,,,,,,40.443367,-79.990293,9/12/16 15:30
4434,4434,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473712200,,,,0.1,,,,,,,,,,,,,,,,,,11,,,,,,40.443367,-79.990293,9/12/16 16:30
4435,4435,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473715800,,,,0.1,,,,,,,,,,,,,,,,,,12,,,,,,40.443367,-79.990293,9/12/16 17:30
4436,4436,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473719400,,,,0.1,,,,,,,,,,,,,,,,,,11,,,,,,40.443367,-79.990293,9/12/16 18:30
4437,4437,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473723000,,,,0.1,,,,,,,,,,,,,,,,,,11,,,,,,40.443367,-79.990293,9/12/16 19:30
4438,4438,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473726600,,,,0.2,,,,,,,,,,,,,,,,,,21,,,,,,40.443367,-79.990293,9/12/16 20:30
4439,4439,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473730200,,,,0.4,,,,,,,,,,,,,,,,,,20,,,,,,40.443367,-79.990293,9/12/16 21:30
4440,4440,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473733800,,,,0.4,,,,,,,,,,,,,,,,,,19,,,,,,40.443367,-79.990293,9/12/16 22:30
4441,4441,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473737400,,,,0.4,,,,,,,,,,,,,,,,,,16,,,,,,40.443367,-79.990293,9/12/16 23:30
4442,4442,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473741000,,,,0.3,,,,,,,,,,,,,,,,,,17,,,,,,40.443367,-79.990293,9/13/16 00:30
4443,4443,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473744600,,,,0.4,,,,,,,,,,,,,,,,,,20,,,,,,40.443367,-79.990293,9/13/16 01:30
4444,4444,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473748200,,,,0.3,,,,,,,,,,,,,,,,,,15,,,,,,40.443367,-79.990293,9/13/16 02:30
4445,4445,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473751800,,,,0.4,,,,,,,,,,,,,,,,,,17,,,,,,40.443367,-79.990293,9/13/16 03:30
4446,4446,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473755400,,,,0.5,,,,,,,,,,,,,,,,,,24,,,,,,40.443367,-79.990293,9/13/16 04:30
4447,4447,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473759000,,,,0.6,,,,,,,,,,,,,,,,,,22,,,,,,40.443367,-79.990293,9/13/16 05:30
4448,4448,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473762600,,,,0.6,,,,,,,,,,,,,,,,,,28,,,,,,40.443367,-79.990293,9/13/16 06:30
4449,4449,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473766200,,,,0.7,,,,,,,,,,,,,,,,,,50,,,,,,40.443367,-79.990293,9/13/16 07:30
4450,4450,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473769800,,,,0.7,,,,,,,,,,,,,,,,,,39,,,,,,40.443367,-79.990293,9/13/16 08:30
4451,4451,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473773400,,,,0.6,,,,,,,,,,,,,,,,,,40,,,,,,40.443367,-79.990293,9/13/16 09:30
4452,4452,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473777000,,,,0.3,,,,,,,,,,,,,,,,,,19,,,,,,40.443367,-79.990293,9/13/16 10:30
4453,4453,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473780600,,,,0.2,,,,,,,,,,,,,,,,,,7,,,,,,40.443367,-79.990293,9/13/16 11:30
4454,4454,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473784200,,,,0.1,,,,,,,,,,,,,,,,,,5,,,,,,40.443367,-79.990293,9/13/16 12:30
4455,4455,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473787800,,,,0.1,,,,,,,,,,,,,,,,,,10,,,,,,40.443367,-79.990293,9/13/16 13:30
4456,4456,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473791400,,,,0.1,,,,,,,,,,,,,,,,,,14,,,,,,40.443367,-79.990293,9/13/16 14:30
4457,4457,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473795000,,,,0.1,,,,,,,,,,,,,,,,,,12,,,,,,40.443367,-79.990293,9/13/16 15:30
4458,4458,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473798600,,,,0.1,,,,,,,,,,,,,,,,,,14,,,,,,40.443367,-79.990293,9/13/16 16:30
4459,4459,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473802200,,,,0.2,,,,,,,,,,,,,,,,,,8,,,,,,40.443367,-79.990293,9/13/16 17:30
4460,4460,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473805800,,,,0.1,,,,,,,,,,,,,,,,,,8,,,,,,40.443367,-79.990293,9/13/16 18:30
4461,4461,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473809400,,,,0.1,,,,,,,,,,,,,,,,,,16,,,,,,40.443367,-79.990293,9/13/16 19:30
4462,4462,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473813000,,,,0.4,,,,,,,,,,,,,,,,,,22,,,,,,40.443367,-79.990293,9/13/16 20:30
4463,4463,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473816600,,,,0.4,,,,,,,,,,,,,,,,,,28,,,,,,40.443367,-79.990293,9/13/16 21:30
4464,4464,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473820200,,,,0.4,,,,,,,,,,,,,,,,,,27,,,,,,40.443367,-79.990293,9/13/16 22:30
4465,4465,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473823800,,,,0.4,,,,,,,,,,,,,,,,,,20,,,,,,40.443367,-79.990293,9/13/16 23:30
4466,4466,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473827400,,,,0.4,,,,,,,,,,,,,,,,,,23,,,,,,40.443367,-79.990293,9/14/16 00:30
4467,4467,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473831000,,,,0.4,,,,,,,,,,,,,,,,,,23,,,,,,40.443367,-79.990293,9/14/16 01:30
4468,4468,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473834600,,,,0.4,,,,,,,,,,,,,,,,,,23,,,,,,40.443367,-79.990293,9/14/16 02:30
4469,4469,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473838200,,,,0.4,,,,,,,,,,,,,,,,,,21,,,,,,40.443367,-79.990293,9/14/16 03:30
4470,4470,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473841800,,,,0.4,,,,,,,,,,,,,,,,,,21,,,,,,40.443367,-79.990293,9/14/16 04:30
4471,4471,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473845400,,,,0.4,,,,,,,,,,,,,,,,,,22,,,,,,40.443367,-79.990293,9/14/16 05:30
4472,4472,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473849000,,,,0.5,,,,,,,,,,,,,,,,,,24,,,,,,40.443367,-79.990293,9/14/16 06:30
4473,4473,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473852600,,,,0.7,,,,,,,,,,,,,,,,,,34,,,,,,40.443367,-79.990293,9/14/16 07:30
4474,4474,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473856200,,,,0.6,,,,,,,,,,,,,,,,,,62,,,,,,40.443367,-79.990293,9/14/16 08:30
4475,4475,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473859800,,,,0.5,,,,,,,,,,,,,,,,,,35,,,,,,40.443367,-79.990293,9/14/16 09:30
4476,4476,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473863400,,,,0.3,,,,,,,,,,,,,,,,,,27,,,,,,40.443367,-79.990293,9/14/16 10:30
4477,4477,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473867000,,,,0.3,,,,,,,,,,,,,,,,,,31,,,,,,40.443367,-79.990293,9/14/16 11:30
4478,4478,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473870600,,,,0.2,,,,,,,,,,,,,,,,,,27,,,,,,40.443367,-79.990293,9/14/16 12:30
4479,4479,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473874200,,,,0.2,,,,,,,,,,,,,,,,,,20,,,,,,40.443367,-79.990293,9/14/16 13:30
4480,4480,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473877800,,,,0.2,,,,,,,,,,,,,,,,,,32,,,,,,40.443367,-79.990293,9/14/16 14:30
4481,4481,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473881400,,,,0.2,,,,,,,,,,,,,,,,,,47,,,,,,40.443367,-79.990293,9/14/16 15:30
4482,4482,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473885000,,,,0.2,,,,,,,,,,,,,,,,,,17,,,,,,40.443367,-79.990293,9/14/16 16:30
4483,4483,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473888600,,,,0.2,,,,,,,,,,,,,,,,,,14,,,,,,40.443367,-79.990293,9/14/16 17:30
4484,4484,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473892200,,,,0.2,,,,,,,,,,,,,,,,,,11,,,,,,40.443367,-79.990293,9/14/16 18:30
4485,4485,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473895800,,,,0.1,,,,,,,,,,,,,,,,,,-1,,,,,,40.443367,-79.990293,9/14/16 19:30
4486,4486,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473899400,,,,0.1,,,,,,,,,,,,,,,,,,5,,,,,,40.443367,-79.990293,9/14/16 20:30
4487,4487,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473903000,,,,0.1,,,,,,,,,,,,,,,,,,0,,,,,,40.443367,-79.990293,9/14/16 21:30
4488,4488,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473906600,,,,0.2,,,,,,,,,,,,,,,,,,7,,,,,,40.443367,-79.990293,9/14/16 22:30
4489,4489,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473910200,,,,0.1,,,,,,,,,,,,,,,,,,8,,,,,,40.443367,-79.990293,9/14/16 23:30
4490,4490,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473913800,,,,0.1,,,,,,,,,,,,,,,,,,6,,,,,,40.443367,-79.990293,9/15/16 00:30
4491,4491,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473917400,,,,0.1,,,,,,,,,,,,,,,,,,3,,,,,,40.443367,-79.990293,9/15/16 01:30
4492,4492,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473921000,,,,0.1,,,,,,,,,,,,,,,,,,4,,,,,,40.443367,-79.990293,9/15/16 02:30
4493,4493,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473924600,,,,0.1,,,,,,,,,,,,,,,,,,5,,,,,,40.443367,-79.990293,9/15/16 03:30
4494,4494,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473928200,,,,0.1,,,,,,,,,,,,,,,,,,7,,,,,,40.443367,-79.990293,9/15/16 04:30
4495,4495,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473931800,,,,0.1,,,,,,,,,,,,,,,,,,5,,,,,,40.443367,-79.990293,9/15/16 05:30
4496,4496,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473935400,,,,0.1,,,,,,,,,,,,,,,,,,7,,,,,,40.443367,-79.990293,9/15/16 06:30
4497,4497,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473939000,,,,0.1,,,,,,,,,,,,,,,,,,8,,,,,,40.443367,-79.990293,9/15/16 07:30
4498,4498,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473942600,,,,0.2,,,,,,,,,,,,,,,,,,6,,,,,,40.443367,-79.990293,9/15/16 08:30
4499,4499,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473946200,,,,0.2,,,,,,,,,,,,,,,,,,8,,,,,,40.443367,-79.990293,9/15/16 09:30
4500,4500,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473949800,,,,0.2,,,,,,,,,,,,,,,,,,10,,,,,,40.443367,-79.990293,9/15/16 10:30
4501,4501,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473953400,,,,0.2,,,,,,,,,,,,,,,,,,10,,,,,,40.443367,-79.990293,9/15/16 11:30
4502,4502,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473957000,,,,0.2,,,,,,,,,,,,,,,,,,12,,,,,,40.443367,-79.990293,9/15/16 12:30
4503,4503,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473960600,,,,0.1,,,,,,,,,,,,,,,,,,8,,,,,,40.443367,-79.990293,9/15/16 13:30
4504,4504,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473964200,,,,0.1,,,,,,,,,,,,,,,,,,8,,,,,,40.443367,-79.990293,9/15/16 14:30
4505,4505,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473967800,,,,0.2,,,,,,,,,,,,,,,,,,9,,,,,,40.443367,-79.990293,9/15/16 15:30
4506,4506,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473971400,,,,0.1,,,,,,,,,,,,,,,,,,10,,,,,,40.443367,-79.990293,9/15/16 16:30
4507,4507,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473975000,,,,0.2,,,,,,,,,,,,,,,,,,12,,,,,,40.443367,-79.990293,9/15/16 17:30
4508,4508,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473978600,,,,0.2,,,,,,,,,,,,,,,,,,14,,,,,,40.443367,-79.990293,9/15/16 18:30
4509,4509,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473982200,,,,0.1,,,,,,,,,,,,,,,,,,11,,,,,,40.443367,-79.990293,9/15/16 19:30
4510,4510,23,Flag Plaza ACHD,[40.443367# -79.990293],,1473985800,,,,0.2,,,,,,,,,,,,,,,,,,11,,,,,,40.443367,-79.990293,9/15/16 20:30
